Id,ActivityDay,StepTotal
21101,2/28/2023,3565
21101,3/1/2023,5015
21101,3/2/2023,7811
21101,3/3/2023,9620
21101,3/4/2023,12384
21101,3/5/2023,7735
21101,3/6/2023,5519
21101,3/7/2023,5272
21101,3/8/2023,6937
21101,3/9/2023,20724
21101,3/10/2023,21117
21101,3/11/2023,12544
21101,3/12/2023,18061
21101,3/13/2023,7454
21101,3/14/2023,10128
21101,3/15/2023,7003
21101,3/16/2023,10366
21101,3/17/2023,7443
21101,3/18/2023,9902
21101,3/19/2023,5258
21101,3/20/2023,5908
21101,3/21/2023,6859
21101,3/22/2023,2609
21102,2/28/2023,2730
21102,3/1/2023,9875
21102,3/2/2023,12945
21102,3/3/2023,14375
21102,3/4/2023,0
21102,3/5/2023,16
21102,3/6/2023,0
21102,3/7/2023,10485
21102,3/8/2023,6994
21102,3/9/2023,0
21102,3/10/2023,0
21102,3/11/2023,0
21103,2/28/2023,1600
21103,3/1/2023,3568
21103,3/2/2023,4744
21103,3/3/2023,6311
21103,3/4/2023,7749
21103,3/5/2023,5750
21103,3/6/2023,7535
21103,3/7/2023,6341
21103,3/8/2023,13124
21103,3/9/2023,6635
21103,3/10/2023,8230
21103,3/11/2023,9512
21103,3/12/2023,4878
21103,3/13/2023,7847
21103,3/14/2023,8088
21103,3/15/2023,6626
21103,3/16/2023,7763
21103,3/17/2023,6155
21103,3/18/2023,5365
21103,3/19/2023,24
21103,3/20/2023,9472
21103,3/21/2023,8864
21103,3/22/2023,2826
21104,2/28/2023,0
21104,3/1/2023,5622
21104,3/2/2023,5404
21104,3/3/2023,6015
21104,3/4/2023,4516
21104,3/5/2023,7748
21104,3/6/2023,6241
21104,3/7/2023,5457
21104,3/8/2023,6238
21104,3/9/2023,4611
21104,3/10/2023,2046
21104,3/11/2023,7473
21104,3/12/2023,3869
21104,3/13/2023,6631
21104,3/14/2023,5476
21104,3/15/2023,5987
21104,3/16/2023,5430
21104,3/17/2023,5806
21104,3/18/2023,4976
21104,3/19/2023,8382
21104,3/20/2023,4096
21111,2/28/2023,17140
21111,3/1/2023,10220
21111,3/2/2023,1718
21111,3/3/2023,7947
21111,3/4/2023,4414
21111,3/5/2023,4696
21111,3/6/2023,6211
21111,3/7/2023,9123
21111,3/8/2023,5628
21111,3/9/2023,5895
21111,3/10/2023,11603
21111,3/11/2023,6856
21111,3/12/2023,8542
21111,3/13/2023,8754
21111,3/14/2023,7722
21111,3/15/2023,10968
21111,3/16/2023,6622
21111,3/17/2023,12811
21111,3/18/2023,2679
21111,3/19/2023,5445
21111,3/20/2023,5678
21111,3/21/2023,7427
21111,3/22/2023,5281
21112,2/28/2023,16706
21112,3/1/2023,18966
21112,3/2/2023,5296
21112,3/3/2023,11874
21112,3/4/2023,8753
21112,3/5/2023,6972
21112,3/6/2023,21413
21112,3/7/2023,14039
21112,3/8/2023,10049
21112,3/9/2023,18199
21112,3/10/2023,15452
21112,3/11/2023,13601
21112,3/12/2023,6805
21112,3/13/2023,12622
21112,3/14/2023,13468
21112,3/15/2023,14632
21112,3/16/2023,12542
21112,3/17/2023,9579
21112,3/18/2023,9971
21112,3/19/2023,6300
21112,3/20/2023,10278
21112,3/21/2023,10893
21112,3/22/2023,5252
21113,2/28/2023,12345
21113,3/1/2023,10313
21113,3/2/2023,14104
21113,3/3/2023,3170
21113,3/4/2023,7254
21113,3/5/2023,9076
21113,3/6/2023,8087
21113,3/7/2023,6951
21113,3/8/2023,7853
21113,3/9/2023,7863
21113,3/10/2023,4147
21113,3/11/2023,11621
21113,3/12/2023,15349
21113,3/13/2023,5806
21113,3/14/2023,7165
21113,3/15/2023,6732
21113,3/16/2023,6463
21113,3/17/2023,8690
21113,3/18/2023,3933
21113,3/19/2023,4689
21113,3/20/2023,8848
21113,3/21/2023,8135
21113,3/22/2023,4196
21114,2/28/2023,8113
21114,3/1/2023,7323
21114,3/2/2023,7915
21114,3/3/2023,10714
21114,3/4/2023,11476
21114,3/5/2023,12893
21114,3/6/2023,16345
21114,3/7/2023,14970
21114,3/8/2023,10537
21114,3/9/2023,15378
21114,3/10/2023,15097
21114,3/11/2023,14056
21114,3/12/2023,9053
21114,3/13/2023,6055
21114,3/14/2023,12947
21114,3/15/2023,17407
21114,3/16/2023,8483
21114,3/17/2023,19425
21114,3/18/2023,21021
21114,3/19/2023,10263
21114,3/20/2023,11910
21114,3/21/2023,13804
21114,3/22/2023,7193
21115,2/28/2023,11149
21115,3/1/2023,8866
21115,3/2/2023,6481
21115,3/3/2023,9878
21115,3/4/2023,7946
21115,3/5/2023,8300
21115,3/6/2023,11538
21115,3/7/2023,15844
21115,3/8/2023,11459
21115,3/9/2023,6352
21115,3/10/2023,3296
21115,3/11/2023,3033
21115,3/12/2023,2954
21115,3/13/2023,2447
21115,3/14/2023,0
21115,3/15/2023,4034
21115,3/16/2023,7294
21115,3/17/2023,3969
21115,3/18/2023,5869
21115,3/19/2023,6158
21115,3/20/2023,11843
21115,3/21/2023,12177
21115,3/22/2023,4005
21116,2/28/2023,14001
21116,3/1/2023,11064
21116,3/2/2023,12448
21116,3/3/2023,14828
21116,3/4/2023,5657
21116,3/5/2023,2791
21116,3/6/2023,8589
21116,3/7/2023,8839
21116,3/8/2023,115
21116,3/9/2023,10237
21116,3/10/2023,13474
21116,3/11/2023,2062
21116,3/12/2023,805
21116,3/13/2023,14990
21116,3/14/2023,8517
21116,3/15/2023,4180
21116,3/16/2023,8892
21116,3/17/2023,8983
21116,3/18/2023,27
21116,3/19/2023,0
21116,3/20/2023,7340
21117,2/28/2023,9810
21117,3/1/2023,4798
21117,3/2/2023,7457
21117,3/3/2023,14603
21117,3/4/2023,27
21117,3/5/2023,10249
21117,3/6/2023,9005
21117,3/7/2023,0
21117,3/8/2023,1068
21117,3/9/2023,6366
21117,3/10/2023,12447
21117,3/11/2023,3087
21117,3/12/2023,3224
21117,3/13/2023,2822
21117,3/14/2023,11841
21117,3/15/2023,10226
21117,3/16/2023,11664
21117,3/17/2023,9952
21117,3/18/2023,0
21118,2/28/2023,0
21118,3/1/2023,0
21118,3/2/2023,3735
21118,3/3/2023,9260
21118,3/4/2023,7118
21118,3/5/2023,6069
21118,3/6/2023,9547
21118,3/7/2023,0
21118,3/8/2023,0
21118,3/9/2023,0
21118,3/10/2023,4917
21118,3/11/2023,7604
21118,3/12/2023,2132
21118,3/13/2023,529
21118,3/14/2023,8398
21118,3/15/2023,10726
21118,3/16/2023,14341
21118,3/17/2023,14357
21118,3/18/2023,7756
21118,3/19/2023,4885
21118,3/20/2023,15503
21118,3/21/2023,11488
21118,3/22/2023,6007
21119,2/28/2023,13723
21119,3/1/2023,8577
21119,3/2/2023,14696
21119,3/3/2023,14484
21119,3/4/2023,11334
21119,3/5/2023,7982
21119,3/6/2023,9016
21119,3/7/2023,11019
21119,3/8/2023,10138
21119,3/9/2023,10253
21119,3/10/2023,15168
21119,3/11/2023,11896
21119,3/12/2023,13104
21119,3/13/2023,3540
21119,3/14/2023,10019
21119,3/15/2023,1821
21119,3/16/2023,5810
21119,3/17/2023,8652
21119,3/18/2023,4936
21119,3/19/2023,11418
21119,3/20/2023,4129
21119,3/21/2023,10262
21119,3/22/2023,6127
21120,2/28/2023,9720
21120,3/1/2023,10134
21120,3/2/2023,11768
21120,3/3/2023,13851
21120,3/4/2023,3308
21120,3/5/2023,4653
21120,3/6/2023,9825
21120,3/7/2023,10237
21120,3/8/2023,11841
21120,3/9/2023,8505
21120,3/10/2023,7867
21120,3/11/2023,9262
21120,3/12/2023,3972
21120,3/13/2023,10294
21120,3/14/2023,9991
21120,3/15/2023,9484
21120,3/16/2023,11123
21120,3/17/2023,9123
21120,3/18/2023,9573
21120,3/19/2023,4707
21120,3/20/2023,11055
21120,3/21/2023,12909
21120,3/22/2023,7953
21121,2/28/2023,8669
21121,3/1/2023,12691
21121,3/2/2023,10856
21121,3/3/2023,4051
21121,3/4/2023,0
21121,3/5/2023,0
21121,3/6/2023,8029
21121,3/7/2023,9107
21121,3/8/2023,10331
21121,3/9/2023,10026
21121,3/10/2023,0
21121,3/11/2023,0
21121,3/12/2023,0
21121,3/13/2023,10645
21121,3/14/2023,5220
21121,3/15/2023,12001
21121,3/16/2023,9974
21121,3/17/2023,7860
21122,2/28/2023,6967
21122,3/1/2023,9708
21122,3/2/2023,0
21122,3/3/2023,12983
21122,3/4/2023,0
21122,3/5/2023,0
21122,3/6/2023,7677
21122,3/7/2023,7363
21122,3/8/2023,2508
21122,3/9/2023,0
21122,3/10/2023,6081
21122,3/11/2023,259
21122,3/12/2023,6738
21122,3/13/2023,6634
21122,3/14/2023,8575
21122,3/15/2023,0
21122,3/16/2023,0
21122,3/17/2023,0
21122,3/18/2023,1304
21122,3/19/2023,6396
21122,3/20/2023,9686
21122,3/21/2023,4592
21123,2/28/2023,6217
21123,3/1/2023,5002
21123,3/2/2023,5087
21123,3/3/2023,6616
21123,3/4/2023,9003
21123,3/5/2023,8742
21123,3/6/2023,2976
21123,3/7/2023,5697
21123,3/8/2023,746
21123,3/9/2023,4383
21123,3/10/2023,4762
21123,3/11/2023,6815
21123,3/12/2023,5712
21123,3/13/2023,3581
21123,3/14/2023,8347
21123,3/15/2023,395
21123,3/16/2023,4571
21123,3/17/2023,7362
21123,3/18/2023,5604
21123,3/19/2023,5532
21123,3/20/2023,395
21124,2/28/2023,6897
21124,3/1/2023,7582
21124,3/2/2023,5333
21124,3/3/2023,6575
21124,3/4/2023,7308
21124,3/5/2023,5032
21124,3/6/2023,5849
21124,3/7/2023,5371
21124,3/8/2023,5234
21124,3/9/2023,5260
21124,3/10/2023,4508
21124,3/11/2023,7156
21124,3/12/2023,2001
21124,3/13/2023,280
21124,3/14/2023,8804
21124,3/15/2023,5038
21124,3/16/2023,8068
21124,3/17/2023,7817
21124,3/18/2023,6808
21124,3/19/2023,8547
21124,3/20/2023,5942
21124,3/21/2023,7803
21124,3/22/2023,3462
21125,2/28/2023,8541
21125,3/1/2023,9992
21125,3/2/2023,9820
21125,3/3/2023,9639
21125,3/4/2023,0
21125,3/5/2023,0
21125,3/6/2023,0
21125,3/7/2023,0
21125,3/8/2023,0
21125,3/9/2023,8223
21125,3/10/2023,0
21125,3/11/2023,8221
21125,3/12/2023,0
21125,3/13/2023,8667
21125,3/14/2023,0
21125,3/15/2023,6154
21125,3/16/2023,0
21125,3/17/2023,4861
21201,2/28/2023,5064
21201,3/1/2023,9457
21201,3/2/2023,9500
21201,3/3/2023,6219
21201,3/4/2023,7663
21201,3/5/2023,3406
21201,3/6/2023,10739
21201,3/7/2023,1627
21201,3/8/2023,9637
21201,3/9/2023,9418
21201,3/10/2023,13055
21201,3/11/2023,5584
21201,3/12/2023,5132
21201,3/13/2023,1804
21201,3/14/2023,11391
21201,3/15/2023,5247
21201,3/16/2023,7464
21201,3/17/2023,4386
21201,3/18/2023,5227
21201,3/19/2023,4412
21201,3/20/2023,6945
21201,3/21/2023,9871
21201,3/22/2023,3094
21202,2/28/2023,9292
21202,3/1/2023,6429
21202,3/2/2023,7274
21202,3/3/2023,7938
21202,3/4/2023,8046
21202,3/5/2023,8368
21202,3/6/2023,10304
21202,3/7/2023,9664
21202,3/8/2023,9378
21202,3/9/2023,5950
21202,3/10/2023,8670
21202,3/11/2023,6273
21202,3/12/2023,5083
21202,3/13/2023,5380
21202,3/14/2023,7326
21202,3/15/2023,4361
21202,3/16/2023,5356
21202,3/17/2023,4828
21202,3/18/2023,7598
21202,3/19/2023,7907
21202,3/20/2023,9694
21202,3/21/2023,7464
21202,3/22/2023,1224
21203,2/28/2023,3753
21203,3/1/2023,5830
21203,3/2/2023,4857
21203,3/3/2023,4832
21203,3/4/2023,5046
21203,3/5/2023,3837
21203,3/6/2023,5015
21203,3/7/2023,5626
21203,3/8/2023,4383
21203,3/9/2023,4221
21203,3/10/2023,3923
21203,3/11/2023,1608
21203,3/12/2023,5404
21203,3/13/2023,2993
21203,3/14/2023,2741
21203,3/15/2023,2367
21203,3/16/2023,2246
21203,3/17/2023,3298
21203,3/18/2023,5247
21203,3/19/2023,4338
21203,3/20/2023,4886
21203,3/21/2023,3564
21203,3/22/2023,2810
21205,2/28/2023,9742
21205,3/1/2023,11328
21205,3/2/2023,12447
21205,3/3/2023,8528
21205,3/4/2023,6732
21205,3/5/2023,3030
21205,3/6/2023,6929
21205,3/7/2023,1989
21205,3/8/2023,6973
21205,3/9/2023,3440
21205,3/10/2023,7068
21205,3/11/2023,9738
21205,3/12/2023,10937
21205,3/13/2023,5966
21205,3/14/2023,5137
21205,3/15/2023,5670
21205,3/16/2023,4677
21205,3/17/2023,2052
21205,3/18/2023,2415
21205,3/19/2023,3704
21205,3/20/2023,11100
21205,3/21/2023,11858
21205,3/22/2023,2951
21211,2/28/2023,10778
21211,3/1/2023,9709
21211,3/2/2023,10112
21211,3/3/2023,10537
21211,3/4/2023,5166
21211,3/5/2023,6648
21211,3/6/2023,9472
21211,3/7/2023,7760
21211,3/8/2023,9158
21211,3/9/2023,11112
21211,3/10/2023,11492
21211,3/11/2023,5769
21211,3/12/2023,4529
21211,3/13/2023,3363
21211,3/14/2023,5557
21211,3/15/2023,5352
21211,3/16/2023,4086
21211,3/17/2023,4339
21211,3/18/2023,3436
21211,3/19/2023,4879
21211,3/20/2023,0
21212,2/28/2023,15812
21212,3/1/2023,13877
21212,3/2/2023,17013
21212,3/3/2023,16922
21212,3/4/2023,7816
21212,3/5/2023,11118
21212,3/6/2023,17690
21212,3/7/2023,16671
21212,3/8/2023,16875
21212,3/9/2023,19500
21212,3/10/2023,22471
21212,3/11/2023,15926
21212,3/12/2023,12224
21212,3/13/2023,20117
21212,3/14/2023,10696
21212,3/15/2023,7203
21212,3/16/2023,1916
21212,3/17/2023,9312
21212,3/18/2023,11460
21212,3/19/2023,4636
21212,3/20/2023,13898
21212,3/21/2023,14823
21212,3/22/2023,10184
21213,2/28/2023,11323
21213,3/1/2023,12907
21213,3/2/2023,8797
21213,3/3/2023,13637
21213,3/4/2023,7526
21213,3/5/2023,13156
21213,3/6/2023,10144
21213,3/7/2023,13376
21213,3/8/2023,12576
21213,3/9/2023,15096
21213,3/10/2023,14367
21213,3/11/2023,8078
21213,3/12/2023,12672
21213,3/13/2023,16172
21213,3/14/2023,12978
21213,3/15/2023,15099
21213,3/16/2023,10366
21213,3/17/2023,12619
21213,3/18/2023,5141
21213,3/19/2023,10942
21213,3/20/2023,13949
21213,3/21/2023,16226
21213,3/22/2023,5048
21214,2/28/2023,0
21214,3/1/2023,0
21214,3/2/2023,9604
21214,3/3/2023,7440
21214,3/4/2023,10094
21214,3/5/2023,2565
21214,3/6/2023,5800
21214,3/7/2023,965
21215,2/28/2023,8203
21215,3/1/2023,6484
21215,3/2/2023,7509
21215,3/3/2023,10222
21215,3/4/2023,4393
21215,3/5/2023,3603
21215,3/6/2023,7767
21215,3/7/2023,7075
21215,3/8/2023,8800
21215,3/9/2023,12048
21215,3/10/2023,6026
21215,3/11/2023,6656
21215,3/12/2023,6846
21215,3/13/2023,5536
21215,3/14/2023,5426
21215,3/15/2023,2756
21215,3/16/2023,4094
21215,3/17/2023,4682
21215,3/18/2023,8699
21215,3/19/2023,3769
21215,3/20/2023,7983
21215,3/21/2023,7139
21215,3/22/2023,3839
21216,2/28/2023,14148
21216,3/1/2023,11588
21216,3/2/2023,11953
21216,3/3/2023,12736
21216,3/4/2023,8842
21216,3/5/2023,10605
21216,3/6/2023,15129
21216,3/7/2023,12652
21216,3/8/2023,13759
21216,3/9/2023,14832
21216,3/10/2023,14346
21216,3/11/2023,6583
21216,3/12/2023,12081
21216,3/13/2023,1950
21216,3/14/2023,6949
21216,3/15/2023,4801
21216,3/16/2023,7108
21216,3/17/2023,4682
21216,3/18/2023,15938
21216,3/19/2023,5099
21216,3/20/2023,11271
21216,3/21/2023,13810
21216,3/22/2023,6651
21217,2/28/2023,11054
21217,3/1/2023,9429
21217,3/2/2023,9382
21217,3/3/2023,12099
21217,3/4/2023,7678
21217,3/5/2023,13466
21217,3/6/2023,6684
21217,3/7/2023,10846
21217,3/8/2023,10327
21217,3/9/2023,11408
21217,3/10/2023,12955
21217,3/11/2023,10020
21217,3/12/2023,8791
21217,3/13/2023,6258
21217,3/14/2023,5782
21217,3/15/2023,9526
21217,3/16/2023,3904
21217,3/17/2023,8241
21217,3/18/2023,4710
21217,3/19/2023,9240
21217,3/20/2023,9805
21217,3/21/2023,9518
21217,3/22/2023,0
21218,2/28/2023,6224
21218,3/1/2023,10091
21218,3/2/2023,6124
21218,3/3/2023,11029
21218,3/4/2023,3623
21218,3/5/2023,7539
21218,3/6/2023,9361
21218,3/7/2023,9211
21218,3/8/2023,10269
21218,3/9/2023,6436
21218,3/10/2023,17170
21218,3/11/2023,15655
21218,3/12/2023,17102
21218,3/13/2023,16148
21218,3/14/2023,16568
21218,3/15/2023,16792
21218,3/16/2023,21515
21218,3/17/2023,16243
21218,3/18/2023,3665
21218,3/19/2023,1968
21218,3/20/2023,7860
21218,3/21/2023,5914
21218,3/22/2023,8619
21219,2/28/2023,183
21219,3/1/2023,5615
21219,3/2/2023,7950
21219,3/3/2023,8813
21219,3/4/2023,775
21219,3/5/2023,9
21219,3/6/2023,5200
21219,3/7/2023,8588
21219,3/8/2023,6954
21219,3/9/2023,0
21219,3/10/2023,0
21219,3/11/2023,569
21219,3/12/2023,0
21219,3/13/2023,0
21219,3/14/2023,0
21219,3/15/2023,0
21219,3/16/2023,0
21219,3/17/2023,0
21219,3/18/2023,0
21219,3/19/2023,0
21219,3/20/2023,3501
21219,3/21/2023,7076
21219,3/22/2023,5190
21220,2/28/2023,2865
21220,3/1/2023,10016
21220,3/2/2023,4232
21220,3/3/2023,1506
21220,3/4/2023,9500
21220,3/5/2023,5259
21220,3/6/2023,11918
21220,3/7/2023,10035
21220,3/8/2023,9613
21220,3/9/2023,5952
21220,3/10/2023,10771
21220,3/11/2023,4486
21220,3/12/2023,3697
21220,3/13/2023,5617
21220,3/14/2023,309
21220,3/15/2023,4442
21220,3/16/2023,4599
21220,3/17/2023,3113
21220,3/18/2023,1450
21220,3/19/2023,4266
21220,3/20/2023,8880
21220,3/21/2023,5665
21220,3/22/2023,34
21221,2/28/2023,9851
21221,3/1/2023,9330
21221,3/2/2023,4712
21221,3/3/2023,12331
21221,3/4/2023,11942
21221,3/5/2023,5842
21221,3/6/2023,11647
21221,3/7/2023,8923
21221,3/8/2023,10879
21221,3/9/2023,9311
21221,3/10/2023,8763
21221,3/11/2023,7074
21221,3/12/2023,8221
21221,3/13/2023,5240
21221,3/14/2023,4906
21221,3/15/2023,9900
21221,3/16/2023,9293
21221,3/17/2023,7409
21221,3/18/2023,7574
21221,3/19/2023,5507
21221,3/20/2023,9244
21221,3/21/2023,8880
21221,3/22/2023,6425
21222,2/28/2023,12747
21222,3/1/2023,10982
21222,3/2/2023,9299
21222,3/3/2023,9269
21222,3/4/2023,8468
21222,3/5/2023,7994
21222,3/6/2023,12093
21222,3/7/2023,11299
21222,3/8/2023,11095
21222,3/9/2023,10730
21222,3/10/2023,13160
21222,3/11/2023,7500
21222,3/12/2023,7236
21222,3/13/2023,7238
21222,3/14/2023,6808
21222,3/15/2023,5432
21222,3/16/2023,8563
21222,3/17/2023,5776
21222,3/18/2023,11420
21222,3/19/2023,13184
21222,3/20/2023,12586
21222,3/21/2023,15471
21222,3/22/2023,7067
21223,2/28/2023,11134
21223,3/1/2023,10160
21223,3/2/2023,8998
21223,3/3/2023,9218
21223,3/4/2023,7448
21223,3/5/2023,2578
21223,3/6/2023,8022
21223,3/7/2023,9046
21223,3/8/2023,11763
21223,3/9/2023,8585
21223,3/10/2023,8048
21223,3/11/2023,5354
21223,3/12/2023,3404
21223,3/13/2023,1823
21223,3/14/2023,3011
21223,3/15/2023,4224
21223,3/16/2023,3917
